# Output of System 1. All scores express similarities. 
# label [0: impostor, 1: genuine], similarity score
0,67.1673
1,122.1142
1,123.3850
1,93.5485
0,21.3947
1,97.1260
1,82.7792
1,110.8351
0,48.6851
1,109.0465
0,17.2866
1,141.1272
0,43.1051
1,117.4931
1,99.1054
0,2.7592
0,12.9890
0,11.6639
0,33.9791
1,52.2550
0,21.2526
0,26.6172
0,27.7156
0,39.4680
1,91.5905
1,124.9528
0,21.7028
0,38.8732
0,53.1198
0,49.9431
1,48.5857
1,96.5211
0,49.2825
0,55.5657
1,127.7872
0,50.0596
1,81.6437
0,25.9400
0,44.0289
0,23.8580
1,105.9117
0,33.6666
1,89.9715
0,37.4699
1,31.7937
1,77.0178
0,24.8343
1,86.2911
1,59.5953
1,112.2969
0,49.1793
1,121.0597
0,43.6534
0,149.3414
0,42.5741
1,128.0336
1,100.5047
0,31.0602
1,84.5318
1,117.1183
0,17.0381
1,105.6534
1,132.2153
1,53.1537
1,125.2676
0,72.3489
1,66.9948
0,17.1350
1,88.4170
0,3.6602
0,29.0315
1,110.2188
0,64.5750
1,71.7074
1,81.2618
0,24.6454
1,101.6270
0,32.1951
1,102.6499
1,132.1485
1,100.0974
0,25.5950
1,129.0419
0,0.6659
1,89.9888
0,35.3765
0,16.7773
0,49.2920
1,102.2976
0,20.0534
1,124.6574
1,83.0309
0,32.4904
1,121.1915
1,93.0371
0,10.3282
0,7.2141
1,100.7244
0,30.4297
1,91.1875
1,124.2690
0,33.7602
1,111.8775
1,63.2209
1,113.6172
0,70.5232
1,91.2695
1,97.8943
0,120.0868
1,121.5459
0,7.8050
1,96.7346
0,3.3151
1,91.0066
1,68.8265
0,104.9679
0,18.5584
1,133.0299
1,129.1085
1,148.0747
0,88.9393
0,98.3143
1,58.5837
0,27.9772
1,114.4161
0,34.6127
0,17.1125
1,96.3146
0,20.0084
1,51.7053
0,4.2267
1,69.9936
0,37.0686
0,27.3323
0,7.1450
1,120.4957
0,21.1513
0,8.3083
1,71.1785
1,103.9798
0,14.4912
1,120.4048
1,92.9203
1,87.9415
0,51.9510
1,96.5429
1,79.3524
1,120.5396
1,62.8279
1,111.2911
0,53.5892
0,13.6653
1,87.3034
1,144.0726
0,86.8231
1,33.0691
1,86.3987
0,37.2450
1,125.4584
0,7.0339
0,4.8216
0,53.2503
1,76.7064
0,26.7384
1,102.9307
0,27.1847
0,25.7532
0,44.0661
1,86.0976
1,93.2403
1,72.7899
0,37.0522
0,65.6151
1,98.9985
1,100.7936
1,123.8783
0,61.8567
0,30.1623
0,52.6174
0,28.9758
0,48.4337
1,100.5417
0,29.8801
0,28.5368
0,148.1887
1,110.4648
1,112.1911
1,120.1066
1,70.6277
1,121.3376
1,94.0736
0,25.6965
1,97.3206
1,105.6563
1,76.6475
1,110.9823
1,124.7022
0,63.6713
0,27.1772
1,96.0820
1,122.4910
0,8.0883
0,31.6218
0,18.8481
0,6.3343
1,101.3149
0,98.4327
0,31.9109
1,89.8822
0,13.0811
1,73.6252
0,26.0326
0,5.7798
0,31.8397
0,41.9906
1,95.3490
0,28.2454
1,71.6657
0,127.5948
1,103.4860
0,39.1587
1,105.5575
0,61.2450
0,37.0320
1,81.4669
1,56.5783
0,27.4198
0,40.5795
1,81.0825
1,141.8531
1,75.3750
1,48.6505
1,120.2784
0,10.6892
0,37.9671
1,15.9407
0,14.1351
0,1.1036
1,90.4103
1,82.3395
1,107.4792
0,70.6340
1,43.0437
0,31.6448
0,32.4097
1,120.5166
1,126.4215
1,92.2619
1,129.8837
0,44.8649
1,123.2178
0,14.1943
1,115.4871
1,65.0134
1,92.0884
1,58.5340
1,49.5200
0,32.9379
0,25.0593
1,64.2579
1,101.9434
1,122.5708
0,68.2871
0,37.8141
0,19.8405
0,92.2903
1,125.1364
1,96.3385
1,95.1539
1,74.6992
1,17.4137
0,19.1842
0,61.8347
1,13.9701
1,143.7884
1,82.9671
1,104.0524
0,88.5476
0,45.7926
0,56.2836
1,100.2817
1,108.6785
0,29.5456
0,42.8173
0,3.5498
0,13.5381
1,104.2099
1,110.7885
0,56.3449
0,64.9482
0,26.5128
0,91.8138
1,52.3729
0,33.3247
0,25.9692
0,21.3312
0,87.2227
0,50.8916
1,86.8940
1,38.2783
0,3.6560
0,3.4407
0,2.5784
0,27.8195
1,91.0111
0,3.5781
0,12.0223
0,7.3806
0,34.5149
1,86.9008
0,26.2558
1,2.9335
1,90.3156
0,96.7844
1,118.7346
0,16.5861
0,147.5238
0,76.8339
0,21.4031
0,27.2920
0,90.0350
0,14.6883
1,93.6645
0,12.3558
0,30.2724
1,123.3569
1,115.2981
1,118.0703
1,66.5615
1,117.9758
1,90.7571
1,9.3235
1,107.1556
1,85.5498
0,14.8086
1,120.8920
0,20.4061
0,49.3716
0,37.5375
0,66.2182
1,127.1564
1,73.9371
0,140.4616
0,18.3159
1,109.3928
1,94.3978
1,78.7393
1,62.6430
0,55.6274
0,37.3192
0,24.6417
1,67.9001
0,16.3940
1,116.6381
0,22.7373
1,96.5087
0,124.7199
1,92.8400
0,13.0828
0,23.7677
1,98.8583
0,23.9889
1,131.8684
1,83.9271
0,10.8883
0,7.2340
0,125.2698
1,96.4106
0,69.8446
1,83.0818
1,87.8905
1,15.1047
1,82.8224
1,97.2784
0,3.8795
0,19.0261
1,86.7866
1,96.3282
1,73.9735
1,25.8282
1,4.1378
0,58.3465
1,113.2049
0,35.8494
1,96.0338
0,30.9498
0,29.0067
0,36.9437
1,85.5596
0,6.9988
1,93.2815
0,83.1787
0,43.7401
1,95.7966
1,110.2069
1,127.0115
1,126.4876
1,26.2217
0,7.7659
0,33.7267
0,30.9294
1,62.8656
1,132.6268
1,23.1355
1,59.5518
0,16.6775
0,3.4435
0,29.6693
0,79.6974
0,2.3275
0,49.1783
0,41.9792
0,62.9256
1,106.1026
0,99.4318
0,34.7475
1,109.5175
1,97.3630
0,17.1018
1,110.6448
1,104.0608
0,61.2601
1,68.3837
1,97.5240
1,7.6286
1,101.4277
1,118.9012
0,19.7573
0,21.5933
0,9.6710
0,24.3276
0,37.6495
0,53.8035
1,67.6116
0,27.3517
0,46.0477
1,46.2095
1,65.5504
0,25.9754
1,103.3722
0,31.8611
1,54.8850
1,80.8235
0,53.1349
1,98.2248
1,85.3936
1,98.5482
0,34.4378
1,117.6098
0,36.6735
0,67.7650
0,116.5892
0,9.2512
0,53.1022
1,106.7302
0,50.1531
0,34.1711
1,84.4669
0,26.3093
1,124.2254
0,48.7133
1,117.1995
1,43.1809
1,120.7655
1,115.2216
0,22.9423
0,92.5336
0,51.4611
0,16.5844
1,92.5369
0,115.2557
0,49.9553
0,6.2025
1,146.8903
1,103.2868
1,84.7322
0,25.4040
1,107.2667
1,111.9077
0,5.6942
1,76.1136
0,48.9162
0,19.8989
0,64.7835
0,29.1569
1,128.3251
1,119.2220
0,38.5397
1,101.3024
0,2.1581
0,33.4921
0,27.4860
1,118.8896
1,93.0873
1,85.1213
0,4.4219
0,30.6778
1,64.3068
1,88.0283
1,83.1197
1,89.6478
1,112.0400
0,44.8865
1,73.5510
1,120.7144
1,124.9446
0,25.0025
0,40.1753
1,63.8565
1,102.8051
1,123.9076
1,37.0947
1,124.6089
0,69.6169
1,115.2481
1,104.2162
0,12.1667
0,28.2508
0,2.8539
1,113.6826
0,54.3856
0,45.5334
1,94.1980
1,55.8633
1,115.9513
0,5.3955
0,15.6328
1,86.4436
1,103.9791
0,40.7897
0,14.6714
0,45.1922
1,97.7178
1,126.6720
1,91.6771
1,112.9567
1,76.4730
1,137.7765
0,58.0254
1,104.0335
1,122.8328
0,27.2179
0,22.1593
0,85.8551
1,103.0766
0,16.2959
1,94.8523
0,46.7587
0,10.3590
1,51.8591
1,54.7198
1,101.7946
0,43.0186
0,38.7484
1,131.7554
0,16.1543
0,51.6155
1,84.6827
0,16.9349
0,13.4174
0,31.0492
1,4.1608
1,63.6037
0,57.7705
0,54.0202
0,28.8556
1,104.2551
1,111.1551
1,118.7364
1,13.8508
1,101.1033
1,92.7191
1,120.3102
0,57.3726
0,44.0200
0,64.2356
1,101.6532
0,13.1225
1,93.7520
1,64.5293
1,120.1574
1,124.9154
0,66.2651
0,23.6618
1,97.0610
1,113.0425
1,34.8565
1,97.4429
0,21.0682
0,42.6492
1,35.6861
1,119.6942
1,86.7710
0,31.7089
1,111.2287
0,9.0498
1,68.3717
1,74.0587
1,67.8378
1,54.3453
0,9.5994
1,100.5427
1,106.2307
0,26.9675
1,115.0079
1,121.7084
1,121.8330
0,29.8429
0,46.3985
0,34.8669
0,43.3390
1,110.4251
0,39.9339
1,117.7036
0,5.5366
0,36.3771
1,98.8234
0,20.8267
0,8.0686
1,131.8250
0,5.4362
1,120.0175
0,21.4656
0,2.8508
1,69.6232
0,28.8628
1,128.6167
0,8.2094
0,46.2448
1,105.1714
0,29.0261
0,34.4531
1,86.4034
0,36.3712
0,44.6087
1,147.1647
0,51.6129
0,12.8446
1,74.5557
1,84.8119
0,62.5595
1,100.5860
0,24.0086
1,95.8778
0,47.7554
0,5.7025
0,23.8841
0,53.0318
0,20.6431
0,14.2555
1,41.9493
1,93.3052
1,98.4702
0,34.1111
1,137.3809
0,51.9117
1,117.4579
0,21.4890
1,131.9668
0,19.6296
0,16.3406
0,8.6700
0,39.0390
1,16.7550
0,27.1490
1,88.7146
1,104.3819
0,59.5307
0,56.3253
0,41.5352
0,26.1035
0,5.7596
1,55.0419
1,89.9662
0,18.5416
0,69.5093
0,37.0289
1,139.1546
0,57.1889
1,83.5638
1,92.0241
1,92.6056
0,8.6536
1,90.8915
1,110.3022
1,110.6075
0,49.6718
1,100.3032
1,103.8950
0,64.6087
0,15.8195
0,21.1822
0,49.4022
1,68.1182
0,39.4317
1,94.9648
1,80.1306
1,73.5991
0,20.8698
1,109.1353
1,110.8470
1,115.0824
0,39.1837
1,91.4040
0,7.5570
1,120.9486
1,93.3712
0,108.3354
0,8.8933
0,3.2561
1,99.8745
1,35.6793
0,72.9006
0,86.5834
0,54.1873
0,2.0709
0,13.6073
0,36.9070
0,20.9442
1,91.1620
0,0.8675
1,142.4130
0,46.7536
0,11.7217
1,110.6600
1,91.4403
1,138.8186
1,105.9110
1,80.4921
1,107.6848
0,41.9830
0,10.2667
0,28.7202
1,107.4373
1,106.8961
0,41.3791
1,76.6207
0,21.7464
1,74.8345
1,16.9411
0,29.0838
1,98.4837
1,6.7701
1,97.3124
1,126.5613
1,104.1937
1,85.8568
1,87.9373
0,5.9664
0,11.7563
0,9.5355
1,104.9645
0,16.6209
0,71.7129
1,116.8448
0,139.7332
1,93.8684
0,15.5666
1,85.1382
1,129.0729
0,1.5471
1,67.1533
0,13.6792
1,21.8609
0,37.3457
1,132.1260
1,69.8793
0,36.5187
0,58.0135
0,11.7959
1,61.8347
1,69.7453
1,138.1834
1,19.4819
